,text,preprocessed,final_label_hs,final_label_al,final_class,source
6012,b'@YuliarstSM Udh eek gua',udh tai gua,0,0,4,tesis-okky
6013,b'@ursomij makanya otaknya diupgrade dong\n\nkan ena invisible bisa liat anu\n\nsaya mau jadi mas kunti aja bisa terbang',makanya otaknya ditingkatkan dong kan ena invisible bisa lihat anu saya mau jadi mas kunti saja bisa terbang,0,0,4,tesis-okky
6014,"b'@ferizandra Gk ada ..cuma pindah dari tangan asing ke asing lagi , Indonesia tetap jadi penonton aja'",gk ada cuma pindah dari tangan asing ke asing lagi indonesia tetap jadi penonton aja,0,0,4,tesis-okky
6015,@inongkangseblak Nahan berak keluar nya eek.\nNahan perasaan keluar nya apaan',nahan berak keluar nya eek nahan perasaan keluar nya apaan,0,0,4,jawa-nina
6016,cek yuk -&gt; KPK Periksa Gubernur Sumut dan Cawagub Ijeck Shah KPK memeriksa Gubernur Sumater,cek yuk > kpk periksa gubernur sumut dan cawagub ijeck shah kpk memeriksa gubernur sumater,0,0,4,tesis-okky
6017,akan dilantik sebagai Gubernur DKI Jakarta oleh Presiden RI Joko Widodo pada Kamis (15/6/2017) ini.,akan dilantik sebagai gubernur dki jakarta oleh presiden ri joko widodo pada kamis 15 6 2017 ini,0,0,4,tesis-okky
6018,BIADAB! Pekerja Asal Cina Membuang Bendera Indonesia ke Tanah Aseng Saya Asing Tiongkok https://t.co/F6AiCAlqDo,biadab pekerja asal cina membuang bendera indonesia ke tanah aseng saya asing tiongkok <links>,1,1,1,tesis-okky
6019,@choiwpsxc SOKOR',sokor,0,0,4,jawa-nina
6020,@kompascom massa berkerumun tengah malam? sengaja provokasi agar rusuh? setelah diciduk lempar tudingan pemerintah pro komunis? ah basi!!,massa berkerumun tengah malam sengaja provokasi agar rusuh setelah diciduk lempar tudingan pemerintah pro komunis ah basi,1,0,2,tesis-okky
6021,Aku setuju sekali... Langkah selanjutnya lengserkan Jokowi..haha,aku setuju sekali langkah selanjutnya lengserkan jokowi haha,1,0,2,tesis-okky
6022,RT @Dennysiregar7 kelihatan bodohnya wkwkwkwkkkk yg nulis ada prabowo digambar. goreng isu G30SPKI,kelihatan bodohnya wkwkwkwkkkk yang menulis ada prabowo digambar goreng isu g30spki,1,0,2,tesis-okky
6023,#Kertayu; #Muba; #Sedekah_Bumi; #Lempar_Lemang; #Info_Budaya; Warga Desa Kertayu menggelar tradisi sedekah bumi berupa pembuatan dan pembakaran lemang. Tradisi budaya yang rutin dilaksanakan setiap...,kertayu muba sedekah bumi lempar lemang info budaya warga desa kertayu menggelar tradisi sedekah bumi berupa pembuatan dan pembakaran lemang tradisi budaya yang rutin dilaksanakan setiap,0,0,4,tesis-okky
6024,b'Bila mok antek tok. Bila mok kurus tok.',bila mok antek tok bila mok kurus tok,0,0,4,tesis-okky
6025,@Widyaatda Bukan baik wid tapi pekok kalo dibohongin percaya aja',bukan baik wid tapi bodoh kalau dibohongi percaya aja,0,1,3,jawa-nina
6026,RT @tempodotco Jgn terlalu digoreng-goreng pak nanti mkin gosong...suara kami murni karena kemanusian gk ada hubungannya dgn yg namanya jokowi,jgn terlalu digoreng goreng pak nanti makin gosong suara kami murni karena kemanusiaan tidak ada hubungannya dengan yang namanya jokowi,1,0,2,tesis-okky
6027,"b'@tanyainrl bismillahirrahmanirrahim\njancok bajingan maksudmu apa nder, pamer ya pamer aja ga usah caper ngen...\nastagfirullahhaladzim'",bismillahirrahmanirrahim jancuk bajingan maksudmu apa nder pamer ya pamer saja tidak usah cari perhatian ngen astagfirullahhaladzim,1,1,1,jawa-okky
6028,Masyarakat hari ini sudah menjadi sastrawan. Melestarikan budaya yg dulu pernah hilang. Sehingga membuka mata kepala calon pemilih pemimpin bangsa,masyarakat hari ini sudah menjadi sastrawan melestarikan budaya yang dulu pernah hilang sehingga membuka mata kepala calon pemilih pemimpin bangsa,0,0,4,tesis-okky
6029,"b'Dalam  PP baru itu, pemerintah menegaskan  ketentuan bahwa  pemegang Izin   Usaha   Pertambangan (IUP) dan Izin   Usaha    Pertambangan Khusus  (IUPK)  yang   sahamnya dimiliki oleh asing    untuk   melakukan  divestasi saham  sampai 51   persen secara b",dalam pp baru itu pemerintah menegaskan ketentuan bahwa pemegang izin usaha pertambangan iup dan izin usaha pertambangan khusus iupk yang sahamnya dimiliki oleh asing untuk melakukan divestasi saham sampai 51 persen secara b,0,0,4,tesis-okky
6030,Apalagi yg paling bermasalah dg PKI itu ya Angkatan Darat. Cukup dg menggerakan massa anti-Jokowi dg isu-isu (anti-)agama komunis,apalagi yang paling bermasalah dengan pki itu ya angkatan darat cukup dengan menggerakkan massa anti jokowi dengan isu isu anti agama komunis,1,0,2,tesis-okky
6031,b'@tanyainrl he tolol tau adab ga jam set 3 bloon kebiasaan ngebegal lo ya tolol anjing',he tolol tau adab tidak jam set 3 belum kebiasaan ngebegal kamu ya tolol anjing,1,1,1,jawa-okky
6032,Prabowo dalang kerusuhan Mei 98 mustahil jadi presiden. Paparannya lengkap..! https://t.co/FZpPsbAVkw,prabowo dalang kerusuhan mei 98 mustahil jadi presiden paparannya lengkap <links>,1,0,2,tesis-okky
6033,"Sebagai negara maju, ternyata segini gaji presiden AS dan pegawai pemerintahannya",sebagai negara maju ternyata segini gaji presiden as dan pegawai pemerintahannya,0,0,4,tesis-okky
6034,"Pilkada Serentak 2018, Sumut Jadi Contoh Demokrasi di Indonesia Kata HMI",pilkada serentak 2018 sumut jadi contoh demokrasi di indonesia kata hmi,0,0,4,tesis-okky
6035,"@iloveugley GEBLEG BGT DEMI DAH ANJROT gue sampe mikir nih orang mikir gue Kristen kali ya makanya langsung ngirim shalom :'D""",gebleg bgt demi dah anjrot gue sampai pikir nih orang pikir gue kristen kali ya makanya langsung mengirim shalom d,0,1,3,jawa-nina
6036,"Krn mereka ingin mengganti Demokrasi Pancasila dgn Demokrasi PKI, yg tdk bertuhan, yg bebas perjinahan, miras, LGBT. PKIBukanIndonesia",krn mereka ingin mengganti demokrasi pancasila dengan demokrasi pki yang tidak bertuhan yang bebas perjinahan miras lgbt pkibukanindonesia,1,0,2,tesis-okky
6037,b'@Luciyaa_ Masyaallah wkwkwk antek anteknya pada muncul wehhh di tl ku',masyaallah wkwk antek anteknya pada muncul wehhh di lini masa ku,0,0,4,tesis-okky
6038,Cak Gerry keben tolak HOAX dan dukung Pilkada damai,cak gerry keben tolak hoax dan dukung pilkada damai,0,0,4,tesis-okky
6039,b'@andirzh @ERPETLS setan lo',setan lo,1,1,1,tesis-okky
6040,"b'@select1ve "" di saat kontolku berputar, disanalah memekmu akan melar ""'",di saat kontolku berputar disanalah memekmu akan melar,0,1,3,jawa-okky
6041,b'@KoharAbdl Budek ngrasakno ra ngerti wong ngantok ancine\xf0\x9f\x98\x94',budek ngrasakno ra mengerti orang ngantok ancine termenung atau wajah merenung atau wajah menyesal,1,1,1,jawa-okky
6042,b'cok masih christmas bisa2ne jek upload assignment baru edan lecturer gendeng',cok masih christmas bisa2ne jek unggah assignment baru edan lecturer gendeng,1,1,1,jawa-okky
6043,b'@verdi_chan @ernestprakasa @pandji hebat bener ya bilang munafik.  Perlu cermin ga \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',hebat benar ya bilang munafik perlu cermin tidak wajah gembira berurai air mata wajah gembira berurai air mata wajah gembira berurai air mata wajah gembira berurai air mata,1,1,1,tesis-okky
6044,b'@FakingSeeLit Cah kentir edan koe ngganteng banget',cah kentir edan koe ngganteng banget,1,1,1,jawa-okky
6045,"b'@womanfeeds Bukan cuma foto selfie, tapi juga foto badan, dll. Terutama foto yang bajunya terbuka. Beware, orang sinting makin banyak. Setidaknya menjaga itu lebih baik.'",bukan cuma foto selfie tapi juga foto badan dll terutama foto yang bajunya terbuka beware orang sinting makin banyak setidaknya menjaga itu lebih baik,0,1,3,tesis-okky
6046,"Dina islam mh nikah teh teu ribet ngan diperasulit ku jelemana..tong gengsi tong hayang kapuji jelema, lamun sederhana lewih loba berkahna š???",dina islam mah nikah teh tau ribet gan dipersulit ku jelemana tong gengsi tong sayang kapuji jelema lamun sederhana lewih loba berkahnya š,0,0,4,tesis-okky
6047,"b'@basekuning ""bacot ih, makan tai aja deh lu""'",bacot ih makan tai saja deh lu,1,1,1,jawa-okky
6048,b'@putra_habibi @RestyCayah Dan penyakit yg blm sembuh sampai skrg oleh gerombolan kampret bongkrek adalah penyakit panik dan balas dendam akibat kekalahan pilpres 2014. https://t.co/i0jeAekMmu',dan penyakit yang belum sembuh sampai sekarang oleh gerombolan kampret bongkrek adalah penyakit panik dan balas dendam akibat kekalahan pemilihan presiden 2014 <links>,1,1,1,tesis-okky
6049,"b'@vozbts Woii ternyata riri wkwkk, ya lu ganti uname sama dn sih kan asing:('",woii ternyata riri wkwkk ya kamu ganti nama pengguna sama dan sih kan asingsedih atau cemberut,0,0,4,tesis-okky
6050,"b'@lilisuryani32 @sari_deevita @susankho58 @gideonsyahputra @PKSejahtera @anismatta @Fahrihamzah @prabowo @aheryawan @msi_sohibuliman @arwidodo @ivanlanin Ah bacot, dasar sok alim lu. Manusia itu gak ada yg sempurna. Jangan sok alim jadi orang.'",ah bacot dasar sok alim lu manusia itu tidak ada yang sempurna jangan sok alim jadi orang,1,1,1,tesis-okky
6051,"b'PT Freeport Indonesia yang sudah 48 tahun beroperasi di Papua, selama ini sahamnya dikuasai oleh asing membuat pembangunan Papua tertinggal jauh. Padahal Freeport sudah banyak meraup keuntungan dari hasil mengeksplorasi kekayaan alam Papua. #Freeport51'",pt freeport indonesia yang sudah 48 tahun beroperasi di papua selama ini sahamnya dikuasai oleh asing membuat pembangunan papua tertinggal jauh padahal freeport sudah banyak meraup keuntungan dari hasil mengeksplorasi kekayaan alam papua freeport51,0,0,4,tesis-okky
6052,Kasian aku sama mamas bc punya fan mulut mambu kek khe asu',kasian aku sama mas baca punya fan mulut mambu kayak khe asu,1,1,1,jawa-nina
6053,b'@EulerLagrange_ Kalo itu ga ada perdebatan. Hindu nusantara yang benar.',kalo itu tidak ada perdebatan hindu nusantara yang benar,0,0,4,tesis-okky
6054,"b'Jika kalian semua kesepian, kamu akan belajar betapa hangat nya memiliki teman-teman."" -Fairy Tai'",jika kalian semua kesepian kamu akan belajar betapa hangat nya memiliki teman teman fairy tai,0,0,4,tesis-okky
6055,Lengserkan Jokowi sekarang juga..,lengserkan jokowi sekarang juga,1,0,2,tesis-okky
6056,b'Junhoe kenapa si \xf0\x9f\x98\x82\xf0\x9f\x98\x82 gue kek... lahanjir ada yg lebih geblek dari gue.',junhoe kenapa sih wajah gembira berurai air mata wajah gembira berurai air mata gue kek lah anjir ada yang lebih geblek dari gue,0,1,3,tesis-okky
6057,Kampus ko celeng',kampus kok celeng,0,1,3,jawa-nina
6058,b'@tubirfess kirain orang-orang kayak gini cuma karangan fiksi anjir',kiraan orang orang kayak begini cuma karangan fiksi anjir,0,1,3,tesis-okky
6059,b'@MafiaWasit Omongan mu rusak..Dasar KontoL',omongan mu rusak dasar kontol,1,1,1,tesis-okky
6060,"b'@F0RMOS4 Arthur memasang wajah terkejut. Gadis asing itu tiba-tiba memarahinya... tentu saja karena ditabok olehnya.\n\n\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4""Maaf, Nona! Tadi ada nyamuk berbahaya yang terbang di sekitar wajahmu. Apa kau baik-baik saja?""'",arthur memasang wajah terkejut gadis asing itu tiba tiba memarahinya tentu saja karena ditabok olehnya ㅤㅤㅤ maaf nona tadi ada nyamuk berbahaya yang terbang di sekitar wajahmu apa kamu baik baik saja,0,0,4,tesis-okky
6061,b'Bertaubat dan jadilah orang asing. Sesungguhnya beruntunglah jadi orang yang asing kerana agama dan Rabb.',bertaubat dan jadilah orang asing sesungguhnya beruntunglah jadi orang yang asing ke ranah agama dan rabb,0,0,4,tesis-okky
6062,b'@njwxnblxq silit apa?\xf0\x9f\xa4\x94',silit apa wajah berpikir,0,1,3,jawa-okky
6063,"b'Gua sbnrnya paling males bagian yg ini \nHadeh tp kudu ye \n\nBuat admin bangsat gua cuma kenal jirapuncel sama xogentot awalnya orangnya humoris,goblok otaknya setengah,hadeh homoan nih org dua'",gua sebenarnya paling malas bagian yang ini hadeh tetapi harus iya buat admin bangsat gue cuma kenal jirapuncel sama xogentot awalnya orangnya humoris goblok otaknya setengah hadeh homoan nih orang dua,0,1,3,tesis-okky
6064,b'@republikaonline Di suriah sekolah radikal dan rakit bom..plg ke indonesia jadi tempat pkl...ya di amankan',di suriah sekolah radikal dan rakit bom plg ke indonesia jadi tempat pkl ya di amankan,0,0,4,tesis-okky
6065,b'@JafarFebrian @detikcom Apa sih yg ga mau dikuasai oleh onta pengecut itu? Pasti ada aja hub nya....',apa sih yang tidak mau dikuasai oleh onta pengecut itu pasti ada saja hubung nya,1,1,1,tesis-okky
6066,OmMakarOm keadilan sosial atau kelebihan sosial bagi seluruh taipan korup ! siapa yg makar ? makar itu Rezim sendiri ! Lengserkan Jokowi,ommakarom keadilan sosial atau kelebihan sosial bagi seluruh taipan korup siapa yang makar makar itu rezim sendiri lengserkan jokowi,1,0,2,tesis-okky
6067,"b'@akbar_purnomoo @Metro_TV Bikan Kaya Orang Bego,Bro ?Tapi...Memang,B..EGO.'",bikan kaya orang bego bro tapi memang b ego,1,1,1,tesis-okky
6068,"b'@galaksxy Apa hubungannya, geblek'",apa hubungannya geblek,1,1,1,tesis-okky
6069,@subtanyarl Matamu picek',matamu picek,1,1,1,jawa-nina
6070,@seannethekid Anjeng maju lu musuh rosul. Gara2 lu ye gua masih ga bisa ganti ava burik https://t.co/yP1MhIH2U6',anjeng maju kamu musuh rosul gara2 kamu iya gue masih tidak bisa ganti ava burik <links>,1,1,1,jawa-nina
6071,Aamiin YRA!!! SALAM GIE @GapaiIndoEmas UTK PENCERAHAN BANGSA &amp; PERUBAHAN INDONESIA,aamiin yra salam gie utk pencerahan bangsa dan perubahan indonesia,0,0,4,tesis-okky
6072,Puluhan Ulama Jabar Nyatakan Dukung Jokowi Maju Pilpres 2019,puluhan ulama jabar nyatakan dukung jokowi maju pilpres 2019,0,0,4,tesis-okky
6073,Gubernur Sumsel Alex Noerdin Sosialisasikan Asian Games Kepada Masyarakat se-Kecamatan Sako,gubernur sumsel alex noerdin sosialisasikan asian games kepada masyarakat se kecamatan sako,0,0,4,tesis-okky
6074,@fessthai asu nyimeng\xf0\x9f\x98\xad\xf0\x9f\x98\xad',anjing nyimeng wajah menangis keras atau menangis tersedu sedu wajah menangis keras atau menangis tersedu sedu,0,1,3,jawa-nina
6075,"b""Dibedakan mana Budaya/ajaran Islam (ajaran Islam sesuai Al Qur'an dan Hadis yg Sahih).  Ini hanya buat umat Islam.   Beda dgn Budaya Arab (adat istiadat org Arab bisa orang islam / kristen) misalnya pakai Kerudung, baju gamis, makan Unta, piara jambang d",dibedakan mana budaya ajaran islam ajaran islam sesuai al qur an dan hadis yang sahih ini hanya buat umat islam beda dengan budaya arab adat istiadat orang arab bisa orang islam kristen misalnya pakai kerudung baju gamis makan unta piara jambang di,0,0,4,tesis-okky
6076,"b'Kata orang nyasar itu rugi banget, tapi aku gak ngerasa rugi karena cintaku sudah nyasar kehati kamu'",kata orang menyasar itu rugi banget tapi aku tidak merasa rugi karena cintaku sudah menyasar ke hati kamu,0,0,4,tesis-okky
6077,"b'@Gerindra partai sontoloyo, tidak pernah menghargai orang lain'",partai sontoloyo tidak pernah menghargai orang lain,1,1,1,tesis-okky
6078,b'@Gerindra @jokowi Kacung hanya terima perintah.\nTidak terima kritikan!\nSemoga itu bisa cukup menjelaskan pemimpin yang hanya simbol kacung.\nKacung yang dikacung-kacung tetap terima.\nKarena itulah kacung tumbur subur dan semerbak harum bunga bangkai.\,kacung hanya terima perintah tidak terima kritikan semoga itu bisa cukup menjelaskan pemimpin yang hanya simbol kacung kacung yang dikacung kacung tetap terima karena itulah kacung tunas subur dan semerbak harum bunga bangkai,1,1,1,tesis-okky
6079,"b'@tribunnews Telaaaat.\nWong  Virus Strain yg Lama saja msh blm bisa di Antisipasi , bahkan makin parah.\n\nApalagi di tambah dg Virus Covid Strain yg baru .\n\nPunah &amp; Amblas Bgs Rkyt Negeri ini akibat Pemimpin yg bodoh akibat mau jadi jajahan hutang negara Aseng Asing.'",telaaaat wong virus strain yang lama saja masih belum bisa di antisipasi bahkan makin parah apalagi di tambah dengan virus covid strain yang baru punah dan amblas bgs rkyt negeri ini akibat pemimpin yang bodoh akibat mau jadi jajahan hutang negara aseng asing,1,1,1,jawa-okky
6080,"Kl sy gk betah Bg, makanya sy dr Kmren Mnta Desak MPR sidang Istimewa Turunkan Jokowi JK",kl saya tidak betah bg makanya saya dari kmren mnta desak mpr sidang istimewa turunkan jokowi jk,1,0,2,tesis-okky
6081,"Menjelang Pilkada Ibukota negara itu, terjadi fenomena luar biasa yg blm pernah terjadi sebelumnya; ; Semua warga negara dari etnis tsb yg berada di luar negeri &amp; telah berusia berhak memilih pulang kembali ke ibukota negara hanya utk memberi suara kep",menjelang pilkada ibukota negara itu terjadi fenomena luar biasa yang belum pernah terjadi sebelumnya semua warga negara dari etnis tersebut yang berada di luar negeri dan telah berusia berhak memilih pulang kembali ke ibu kota negara hanya untuk memberi suara kep,0,0,4,tesis-okky
6082,"b'Mana neh yang nyerang gw semalem, malah ended up ngeblok????? Cupu. Dia yang mulai, dia yang kicep. Ew.'",mana nih yang menyerang gue semalem malah ended up ngeblok cupu dia yang mulai dia yang kicep ew,1,1,1,tesis-okky
6083,RT @ViralLawak: Akibat nak minyak free lalu makan diri . Kematian tak pasti berapa banyak https://t.co/xhbVHGoPRM',akibat nak minyak free lalu makan diri kematian tak pasti berapa banyak <links>,0,0,4,jawa-nina
6084,"b'RT @RitaFebriana12: Butuh cowo kontol gede yg bs angetin dimusim ujan, horny ahh hawanya bikin pngen ngentot terus ya say\xf0\x9f\x98\x98! Retweet yg nger\xe2\x80\xa6'",butuh cowok kontol gede yang bisa hangatkan dimusim ujan horny ah hawanya bikin ingin ngentot terus ya say menyentuh hati atau memberikan ciuman hati retweet yang nger,0,1,3,tesis-okky
6085,@RajaAkalAkalan @Aminull95624460 @budimandjatmiko Berarti lu jg banci?',berarti kamu juga banci,0,1,3,jawa-nina
6086,b'gak liat apa kemaren di story nya berderet gitu? jd htrz jangan goblok amat lah.. https://t.co/EgfuQBmYdv',gak lihat apa kemarin di cerita nya berderet gitu jadi hater jangan goblok amat lah <links>,1,1,1,tesis-okky
6087,b'@Kaeleel_ @xaynabooo___ @AbdulmuminAbbas @nerbielerr @ymaitama_ym @__fetty Kaga dan shegiya yana bani hakuri wllh sai yasha wahala',kaga dan chagiya yana bani hakuri waduh sai yasha wahala,0,0,4,tesis-okky
6088,"b""@marierteman Sebenarnya maksud dari jor joran 'pinjaman' ajaib itu adalah.. \n1. Merebut simpati rakyat, yg di bombardir media, 51% freeport milik Indonesia. \n2. Isyu got sulit digoreng, karena sudah bertransformasi jd rezim, mainlah teknologi 'got' tin",sebenarnya maksud dari jor joran pinjaman ajaib itu adalah 1 merebut simpati rakyat yang di bombardir media 51 freeport milik indonesia 2 isyu got sulit digoreng karena sudah bertransformasi jadi rezim mainlah teknologi got tin,0,0,4,tesis-okky
6089,@sering_gabut rapopo cen dasar e pekok aku',enggak apa apa cen dasar e bodoh aku,0,1,3,jawa-nina
6090,b'@detikcom Terkutuk maling2 negara...karma hampiri kalian',terkutuk maling maling negara karma hampiri kalian,1,1,1,tesis-okky
6091,@eroseniyn wkwkwk bokong masel',wkwk bokong masel,0,1,3,jawa-nina
6092,b'@leejugeon Otw maho kamu mah.',otw manusia homo kamu mah,1,1,1,tesis-okky
6093,b'@sarkasatanis cocotmu olo koyo unto buntute ora dowo ndang hayo ngerti ora aku ngomong opo cok',cocotmu olo koyo unto buntute tidak dowo segera hayo mengerti tidak aku berbicara apa cok,1,1,1,jawa-okky
6094,"b'Seandainya aku jumpa fans di Hongkong beneran gitu ya, nanti ada yang jejeritan manja panggil ""oppa"" gak ya? (Sebentar. Emang aku ganteng? Emang aku pantas dipanggil ""oppa"" gitu?)\n\nAda yang mengenaliku sebagai TKI Korea gak ya hahaha'",seandainya aku jumpa fan di hongkong benaran begitu ya nanti ada yang jejeritan manja panggil oppa tidak ya sebentar emang aku ganteng emang aku pantas dipanggil oppa gitu ada yang mengenaliku sebagai tki korea tidak ya hahaha,0,0,4,tesis-okky
6095,Ngampunten kulo sanes segawon ...ananging namung baung \n\nAuuuuww uk uk',ngampunten kulo sanes segawon ananging namung baung auuuuww united kingdom uk,0,0,4,jawa-nina
6096,b'@calonnyamelvin_ lambe mu koyo asu',lambe mu koyo asu,1,1,1,jawa-okky
6097,"b'@Airin_NZ @Ferry Waketum @Gerindra , CUCI CONGOR @prabowo dahulu..., agar yang keluar dari congornya GAK ASAL, jadi kalian gak perlu repot ""cuci tangan"".\nKetua kalian @prabowo yang ""LEMPAR BATU"", kalian mau ""SEMBUNYI TANGAN""?'",waketum cuci congor dahulu agar yang keluar dari congornya gak asal jadi kalian tidak perlu repot cuci tangan ketua kalian yang lempar batu kalian mau sembunyi tangan,1,1,1,tesis-okky
6098,@FOOD_FESS Klo agami nya indomi pasti tau',klo agami nya indomi pasti tau,1,0,2,jawa-nina
6099,b'@RikiAprio @iamsule @e100ss Antri dari jam 02.00 edan bonek \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',antri dari jam 02 00 edan bonek wajah gembira berurai air mata wajah gembira berurai air mata wajah gembira berurai air mata,0,1,3,tesis-okky
6100,"b'@DDegea88 @quantum_s_dace @Muslim_Bersatu1 Hahaha itu berbeda dibandara tempat byk penumpang dari berbagai negara. Lah ini dijalan di kabupaten ada rambu tulisan cina, terlihat bgt minta dijajah cina'",hahaha itu berbeda di bandara tempat banyak penumpang dari berbagai negara lah ini di jalan di kabupaten ada rambu tulisan cina terlihat banget meminta dijajah cina,0,0,4,tesis-okky
6101,KPK: Banyak Kepala Daerah Tertangkap Bukan karena PilkadaĀ Langsung,kpk banyak kepala daerah tertangkap bukan karena pilkadaā langsung,0,0,4,tesis-okky
6102,"USER Pak USER Muslim selalu mengatakan kebenaran datang dari Allah SWT, yg mana? Muhammad bejad nabi?",user pak user muslim selalu mengatakan kebenaran datang dari allah swt yang mana muhammad bejat nabi,1,1,1,tesis-okky
6103,"@sbyfess Wes selingkuh, wes ngewe Karo wong liyo, buejattt'",wes selingkuh sudah ngewe karo orang liyo buejattt,1,1,1,jawa-nina
6104,@ilhamjohari10 munyuk ngab',munyuk nga,0,1,3,jawa-nina
6105,"b'Sekarang exo-l galagi butuh ceramahan fandom lain yang bahkan belum pernah ngerasain di posisi ini.\n\nJadi tolong, cocotmu itu ditahan dikit'",sekarang exo l galagi butuh ceramahan fandom lain yang bahkan belum pernah merasakan di posisi ini jadi tolong cocotmu itu ditahan dikit,1,1,1,jawa-okky
6106,b'@pchrongie Jadi pilih. Mau bunga bangkai apa karangan bunga hahaha',jadi pilih mau bunga bangkai apa karangan bunga hahaha,0,0,4,tesis-okky
6107,"b'@i_use @TheArieAir Mungkin GN belum lahir saat Rezim Politik Suharto menguasai TNI dan ""menunggangi""'",mungkin gn belum lahir saat rezim politik suharto menguasai tni dan menunggangi,0,0,4,tesis-okky
6108,"b'@LVBORA89 Bloon lebih bawah dari bodoh, di bawah bloon ada goblok'",bloon lebih bawah dari bodoh di bawah belum ada goblok,0,0,4,tesis-okky
6109,@zmaulitaa @Ind_Shry @dsuperboy Bokong kuacinya di atas',bokong kuacinya di atas,0,1,3,jawa-nina
6110,"@pulangkatamamah Stay calm ya bro , munyuk kembali dimana kalo menang kita biasa aja'",stay calm ya bro munyuk kembali dimana kalau menang kita biasa aja,0,1,3,jawa-nina
6111,"b'@DhiaLaras bangsat ancen zerin, sing disepik sopo sing gupuh sopo'",bangsat memang zerin sing disepik siapa sing gupuh sopo,1,1,1,jawa-okky
6112,"b'@Metro_TV Jangan memaksa rakyat berfikir jika para teroris itu bisa di pesan oleh para politisi... \nBikin UU yg berguna utk Rakyat,bukan berguna utk para Keparat. Utk itu anda di gaji...\xf0\x9f\x98\xac'",jangan memaksa rakyat berpikir jika para teroris itu bisa di pesan oleh para politisi bikin uu yang berguna untuk rakyat bukan berguna untuk para keparat utk itu anda di gaji meringis,1,1,1,tesis-okky
6113,b'@ohahaioo gps cocok gendeng',global positioning system cocok gendeng,0,1,3,jawa-okky
6114,"b'@djoem_70 @Umnia77 @NetizenTofa @MbahUyok @Intel_FPI Mmg Rezim saat ini bnyk oknum POLRI yg Arogan,ini Krn Rakyat sgt lemah dan Hukum tumpul keatas dan tajam ke bawah.'",mmg rezim saat ini banyak oknum polri yang arogan ini krn rakyat sangat lemah dan hukum tumpul ke atas dan tajam ke bawah,0,0,4,tesis-okky
6115,"b'@rlthingy2 boleh, temen aku muslim sekolah di sma katolik diperlakuin baik bgt kok'",boleh teman aku muslim sekolah di sama katolik diperlakukan baik banget kok,0,0,4,tesis-okky
6116,b'@auliamaidiapati apalagi ngomong lngsung depan congor e sambil nangis',apalagi berbicara langsung depan congor e sambil nangis,1,1,1,jawa-okky
6117,b'@pinksmoothies13 nyenyenye wedus gembel',nyenyenye wedus gembel,0,1,3,jawa-okky
6118,Gubernur rasa Presiden.,gubernur rasa presiden,0,0,4,tesis-okky
6119,Pendapat Profesor - Pemenang Debat Pilkada Jatim,pendapat profesor pemenang debat pilkada jatim,0,0,4,tesis-okky
6120,b'@pincpple Bangsad napadah lu sangad tidack ramah sama gua',bangsad apa dah kamu sangat tidak ramah sama gua,1,1,1,tesis-okky
6121,R di dn-ku artinya bukan Rest tapi Raimu koyo munyuk',r di dn ku artinya bukan rest tapi raimu koyo munyuk,0,1,3,jawa-nina
6122,b'Cedak mambu bathang adoh mambu kembang. Wes biasane',cedak mambu bathang adoh mambu kembang wes biasane,0,0,4,jawa-okky
6123,Saya suka video @YouTube,saya suka video,0,0,4,tesis-okky
6124,Dukungan anti hoax dan pilkada damai oleh warga dan linmas kel.nginden janhkungan sukolilo sby,dukungan anti hoaks dan pilihan kepala daerah damai oleh warga dan perlindungan masyarakat kel nginden jangkungan sukolilo susilo bambang yudhoyono,0,0,4,tesis-okky
6125,"b'@EimanSahar kat dalam lift pun OKU, cacat otak'",kat dalam lift pun oku cacat otak,0,0,4,tesis-okky
6126,b'@nctzenbase bulu ketek bg yuta meresahkan \xe2\x9c\xa8',bulu ketek bagi juta meresahkan berkilau,0,0,4,jawa-okky
6127,SoKor 2021 \xf0\x9f\x98\x8c\xf0\x9f\xa5\xb0',sokor 2021 wajah lega wajah tersenyum dengan tiga hati,0,0,4,jawa-nina
6128,b'@P3nj3l4j4h umat?? mending jd kristen deh kl akan di klaim umat yg ngikut pks dan rijik sihab\xf0\x9f\x98\x84',umat mending jadi kristen deh kalau akan di klaim umat yang mengikut partai keadilan sejahtera dan rizieq sihab wajah tersenyum lebar dan mata tertutup,0,0,4,tesis-okky
6129,b'@almasputrii tai lu met gue mau guling guling aja klo iya \xf0\x9f\x98\x94\xf0\x9f\x94\xab',tai kamu selamat gue mau guling guling saja kalau iya termenung atau wajah merenung atau wajah menyesal pistol air,0,1,3,jawa-okky
6130,"b'@znrizty_ BILA AKU DGR GO GO EN PART JK YG DIA SEBUT ""MADE"" TU AKU SUKA GILA HAHAHAHAH'",bila aku dgr go go en pa jk yg dia sebut made tu aku suka gila hahahahah,0,0,4,tesis-okky
